Bulk mode; whois.cymru.com [2017-12-04 03:04:32 +0000]
NA      | 155.133.64.182   | NA                  | PL | ripencc  | 1991-11-07 | NA
15377   | 46.98.203.205    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.203.206    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.203.209    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.203.216    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.203.231    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.203.237    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.203.246    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.203.6      | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.203.71     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.204.102    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.204.119    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.204.22     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.204.4      | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.204.77     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.204.80     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.204.91     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.205.117    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.205.158    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.205.224    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.205.233    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.205.249    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.205.50     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.205.60     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.205.71     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.206.117    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.206.190    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.206.229    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.206.235    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.206.42     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.206.88     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.206.9      | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.207.128    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.207.178    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.207.186    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.207.201    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.207.215    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.207.241    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.207.43     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.207.45     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.208.10     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.208.21     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.208.213    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.208.238    | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.208.40     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15377   | 46.98.208.71     | 46.98.0.0/16        | UA | ripencc  | 2010-06-03 | FREGAT-AS, UA
15497   | 62.149.13.57     | 62.149.0.0/19       | UA | ripencc  | 2000-07-13 | COLOCALL Internet Data Center _ColoCALL_, UA
15659   | 84.48.199.78     | 84.48.0.0/15        | NO | ripencc  | 2004-09-09 | NEXTGENTEL NEXTGENTEL Autonomous System, NO
15782   | 89.236.34.117    | 89.236.0.0/18       | SE | ripencc  | 2006-06-13 | TELECOM3-AS, SE
15967   | 77.55.228.95     | 77.55.0.0/16        | PL | ripencc  | 2007-01-29 | NAZWA, PL
16125   | 46.166.162.53    | 46.166.160.0/21     | LT | ripencc  | 2010-12-16 | CHERRYSERVERS1-AS, LT
16276   | 139.99.130.178   | 139.99.128.0/17     | CA | arin     | 2016-09-09 | OVH, FR
16276   | 142.4.211.161    | 142.4.192.0/19      | CA | arin     | 2012-07-23 | OVH, FR
16276   | 142.44.156.128   | 142.44.128.0/17     | CA | arin     | 2017-06-21 | OVH, FR
16276   | 142.44.156.140   | 142.44.128.0/17     | CA | arin     | 2017-06-21 | OVH, FR
16276   | 144.217.164.43   | 144.217.0.0/16      | CA | arin     | 2016-09-07 | OVH, FR
16276   | 144.217.167.240  | 144.217.0.0/16      | CA | arin     | 2016-09-07 | OVH, FR
16276   | 144.217.174.248  | 144.217.0.0/16      | CA | arin     | 2016-09-07 | OVH, FR
16276   | 144.217.4.112    | 144.217.0.0/16      | CA | arin     | 2016-09-07 | OVH, FR
16276   | 144.217.60.211   | 144.217.0.0/16      | CA | arin     | 2016-09-07 | OVH, FR
16276   | 145.239.82.79    | 145.239.0.0/16      | FR | ripencc  | 1993-08-03 | OVH, FR
16276   | 145.239.88.239   | 145.239.0.0/16      | FR | ripencc  | 1993-08-03 | OVH, FR
16276   | 145.239.88.240   | 145.239.0.0/16      | FR | ripencc  | 1993-08-03 | OVH, FR
16276   | 145.239.88.241   | 145.239.0.0/16      | FR | ripencc  | 1993-08-03 | OVH, FR
16276   | 145.239.88.242   | 145.239.0.0/16      | FR | ripencc  | 1993-08-03 | OVH, FR
16276   | 145.239.88.243   | 145.239.0.0/16      | FR | ripencc  | 1993-08-03 | OVH, FR
16276   | 145.239.91.37    | 145.239.0.0/16      | FR | ripencc  | 1993-08-03 | OVH, FR
16276   | 149.202.238.204  | 149.202.0.0/16      | FR | ripencc  | 1999-04-26 | OVH, FR
16276   | 149.56.106.210   | 149.56.0.0/16       | CA | arin     | 2016-02-09 | OVH, FR
16276   | 149.56.96.248    | 149.56.0.0/16       | CA | arin     | 2016-02-09 | OVH, FR
16276   | 158.69.201.47    | 158.69.0.0/16       | CA | arin     | 2015-06-15 | OVH, FR
16276   | 164.132.106.162  | 164.132.0.0/16      | FR | ripencc  | 1993-04-23 | OVH, FR
16276   | 164.132.41.140   | 164.132.0.0/16      | FR | ripencc  | 1993-04-23 | OVH, FR
16276   | 164.132.9.199    | 164.132.0.0/16      | FR | ripencc  | 1993-04-23 | OVH, FR
16276   | 167.114.34.150   | 167.114.0.0/17      | CA | arin     | 2014-08-29 | OVH, FR
16276   | 167.114.89.195   | 167.114.0.0/17      | CA | arin     | 2014-08-29 | OVH, FR
16276   | 178.32.181.96    | 178.32.0.0/15       | FR | ripencc  | 2010-01-19 | OVH, FR
16276   | 178.32.181.97    | 178.32.0.0/15       | FR | ripencc  | 2010-01-19 | OVH, FR
16276   | 178.32.181.98    | 178.32.0.0/15       | FR | ripencc  | 2010-01-19 | OVH, FR
16276   | 178.32.181.99    | 178.32.0.0/15       | FR | ripencc  | 2010-01-19 | OVH, FR
16276   | 178.32.53.181    | 178.32.0.0/15       | FR | ripencc  | 2010-01-19 | OVH, FR
16276   | 188.165.5.178    | 188.165.0.0/16      | FR | ripencc  | 2009-06-05 | OVH, FR
16276   | 193.70.109.25    | 193.70.0.0/17       | FR | ripencc  | 1993-09-01 | OVH, FR
16276   | 193.70.89.19     | 193.70.0.0/17       | FR | ripencc  | 1993-09-01 | OVH, FR
16276   | 193.70.89.20     | 193.70.0.0/17       | FR | ripencc  | 1993-09-01 | OVH, FR
16276   | 198.245.60.8     | 198.245.48.0/20     | CA | arin     | 2012-04-16 | OVH, FR
16276   | 198.50.159.155   | 198.50.128.0/17     | CA | arin     | 2013-03-07 | OVH, FR
16276   | 198.50.159.204   | 198.50.128.0/17     | CA | arin     | 2013-03-07 | OVH, FR
16276   | 198.50.200.134   | 198.50.128.0/17     | CA | arin     | 2013-03-07 | OVH, FR
16276   | 198.50.231.22    | 198.50.128.0/17     | CA | arin     | 2013-03-07 | OVH, FR
16276   | 213.32.68.31     | 213.32.0.0/17       | FR | ripencc  | 1999-06-28 | OVH, FR
16276   | 217.182.198.62   | 217.182.0.0/16      | FR | ripencc  | 2001-03-02 | OVH, FR
16276   | 217.182.78.177   | 217.182.0.0/16      | FR | ripencc  | 2001-03-02 | OVH, FR
16276   | 37.187.105.104   | 37.187.0.0/16       | FR | ripencc  | 2012-03-20 | OVH, FR
16276   | 37.187.53.94     | 37.187.0.0/16       | FR | ripencc  | 2012-03-20 | OVH, FR
16276   | 37.187.7.74      | 37.187.0.0/16       | FR | ripencc  | 2012-03-20 | OVH, FR
16276   | 37.187.94.86     | 37.187.0.0/16       | FR | ripencc  | 2012-03-20 | OVH, FR
16276   | 37.59.101.176    | 37.59.0.0/16        | FR | ripencc  | 2012-01-16 | OVH, FR
16276   | 37.59.112.7      | 37.59.0.0/16        | FR | ripencc  | 2012-01-16 | OVH, FR
16276   | 37.59.116.170    | 37.59.0.0/16        | FR | ripencc  | 2012-01-16 | OVH, FR
16276   | 5.135.158.101    | 5.135.0.0/16        | FR | ripencc  | 2012-07-06 | OVH, FR
16276   | 5.196.0.149      | 5.196.0.0/16        | FR | ripencc  | 2012-08-23 | OVH, FR
16276   | 5.196.121.161    | 5.196.0.0/16        | FR | ripencc  | 2012-08-23 | OVH, FR
16276   | 5.196.125.62     | 5.196.0.0/16        | FR | ripencc  | 2012-08-23 | OVH, FR
16276   | 5.39.20.158      | 5.39.0.0/17         | FR | ripencc  | 2012-05-15 | OVH, FR
16276   | 5.39.93.112      | 5.39.0.0/17         | FR | ripencc  | 2012-05-15 | OVH, FR
16276   | 54.36.222.37     | 54.36.0.0/16        | FR | ripencc  | 1992-03-17 | OVH, FR
16276   | 66.70.217.179    | 66.70.128.0/17      | CA | arin     | 2017-02-13 | OVH, FR
16276   | 87.98.178.61     | 87.98.128.0/17      | FR | ripencc  | 2005-08-15 | OVH, FR
16276   | 91.121.52.156    | 91.121.0.0/16       | FR | ripencc  | 2006-09-20 | OVH, FR
16276   | 91.134.24.212    | 91.134.0.0/16       | FR | ripencc  | 2006-10-30 | OVH, FR
16276   | 92.222.74.226    | 92.222.0.0/16       | FR | ripencc  | 2007-10-17 | OVH, FR
16509   | 52.15.62.13      | 52.15.32.0/19       | US | arin     | 1991-12-19 | AMAZON-02 - Amazon.com, Inc., US
16814   | 190.210.98.90    | 190.210.96.0/22     | AR | lacnic   | 2008-11-03 | NSS S.A., AR
17676   | 126.227.251.106  | 126.227.0.0/16      | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp., JP
17676   | 126.72.58.19     | 126.72.0.0/16       | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp., JP
17676   | 126.74.223.203   | 126.74.0.0/16       | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp., JP
17676   | 126.99.209.112   | 126.99.0.0/16       | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp., JP
17813   | 59.177.81.30     | 59.177.64.0/18      | IN | apnic    | 2004-11-30 | MTNL-AP Mahanagar Telephone Nigam Limited, IN
18101   | 220.227.48.213   | 220.227.0.0/16      | IN | apnic    | 2002-12-16 | RELIANCE-COMMUNICATIONS-IN Reliance Communications Ltd.DAKC MUMBAI, IN
18329   | 203.237.183.57   | 203.237.176.0/21    | KR | apnic    | 1996-09-29 | SMUC-AS-KR Sangmyung University, KR
18881   | 177.133.175.140  | 177.133.160.0/19    | BR | lacnic   | 2012-01-30 | TELEFÔNICA BRASIL S.A, BR
18881   | 177.205.152.47   | 177.204.0.0/14      | BR | lacnic   | 2012-09-25 | TELEFÔNICA BRASIL S.A, BR
18881   | 177.205.23.10    | 177.204.0.0/14      | BR | lacnic   | 2012-09-25 | TELEFÔNICA BRASIL S.A, BR
18881   | 179.178.73.249   | 179.178.72.0/21     | BR | lacnic   | 2013-01-30 | TELEFÔNICA BRASIL S.A, BR
18881   | 191.251.184.102  | 191.251.160.0/19    | BR | lacnic   | 2013-10-23 | TELEFÔNICA BRASIL S.A, BR
18881   | 191.34.116.253   | 191.34.112.0/20     | BR | lacnic   | 2014-02-28 | TELEFÔNICA BRASIL S.A, BR
18881   | 191.34.117.134   | 191.34.112.0/20     | BR | lacnic   | 2014-02-28 | TELEFÔNICA BRASIL S.A, BR
18881   | 191.34.132.78    | 191.34.128.0/19     | BR | lacnic   | 2014-02-28 | TELEFÔNICA BRASIL S.A, BR
18881   | 191.34.138.195   | 191.34.128.0/19     | BR | lacnic   | 2014-02-28 | TELEFÔNICA BRASIL S.A, BR
18881   | 191.34.29.52     | 191.34.0.0/19       | BR | lacnic   | 2014-02-28 | TELEFÔNICA BRASIL S.A, BR
19237   | 216.17.101.79    | 216.17.96.0/20      | US | arin     | 2003-01-09 | OMNIS - Omnis Network, LLC, US
19969   | 104.192.170.150  | 104.192.168.0/22    | US | arin     | 2014-09-08 | JOESDATACENTER - Joe_s Datacenter, LLC, US
20115   | 24.171.101.231   | 24.171.0.0/17       | US | arin     | 2001-11-07 | CHARTER-NET-HKY-NC - Charter Communications, US
20115   | 24.207.212.154   | 24.207.128.0/17     | US | arin     | 2001-07-17 | CHARTER-NET-HKY-NC - Charter Communications, US
20473   | 45.32.174.10     | 45.32.160.0/20      | US | arin     | 2015-02-17 | AS-CHOOPA - Choopa, LLC, US
20473   | 45.63.10.143     | 45.63.0.0/20        | US | arin     | 2015-01-02 | AS-CHOOPA - Choopa, LLC, US
20473   | 45.76.115.159    | 45.76.112.0/20      | US | arin     | 2015-04-24 | AS-CHOOPA - Choopa, LLC, US
20676   | 92.195.91.43     | 92.192.0.0/13       | DE | ripencc  | 2007-10-17 | QSC-1 Mathias-Brueggen-Str. 55, DE
20845   | 188.143.15.223   | 188.143.0.0/17      | HU | ripencc  | 2011-01-07 | DIGICABLE, HU
20845   | 188.143.42.27    | 188.143.0.0/17      | HU | ripencc  | 2011-01-07 | DIGICABLE, HU
20845   | 188.143.58.121   | 188.143.0.0/17      | HU | ripencc  | 2011-01-07 | DIGICABLE, HU
20845   | 78.131.51.108    | 78.131.0.0/17       | HU | ripencc  | 2007-05-15 | DIGICABLE, HU
20845   | 92.249.194.136   | 92.249.128.0/17     | HU | ripencc  | 2007-11-15 | DIGICABLE, HU
20845   | 92.249.224.126   | 92.249.128.0/17     | HU | ripencc  | 2007-11-15 | DIGICABLE, HU
20857   | 141.138.141.208  | 141.138.136.0/21    | NL | ripencc  | 2011-06-30 | TRANSIP-AS Amsterdam, the Netherlands, NL
20857   | 37.97.228.159    | 37.97.128.0/17      | NL | ripencc  | 2012-02-02 | TRANSIP-AS Amsterdam, the Netherlands, NL
20860   | 109.169.33.163   | 109.169.0.0/18      | GB | ripencc  | 2009-11-02 | IOMART-AS, GB
20860   | 5.187.21.43      | 5.187.16.0/20       | GB | ripencc  | 2012-08-09 | IOMART-AS, GB
20860   | 77.246.163.141   | 77.246.163.0/24     | GB | ripencc  | 2007-05-24 | IOMART-AS, GB
20860   | 78.129.137.28    | 78.129.128.0/17     | GB | ripencc  | 2007-04-18 | IOMART-AS, GB
21032   | 109.226.191.185  | 109.226.128.0/18    | DE | ripencc  | 2010-01-27 | TELTA-AS, DE
21100   | 185.51.246.71    | 185.51.246.0/24     | UA | ripencc  | 2014-03-27 | ITLDC-NL, UA
21213   | 80.73.242.142    | 80.73.240.0/21      | AT | ripencc  | 2005-02-07 | CYBERSERVICE-AT Lisseeweg 1, AT
21412   | 37.157.148.235   | 37.157.144.0/21     | LT | ripencc  | 2012-03-15 | CGATES-AS, LT
21502   | 81.67.106.230    | 81.64.0.0/14        | FR | ripencc  | 2002-01-03 | ASN-NUMERICABLE, FR
21502   | 85.68.240.2      | 85.68.0.0/16        | FR | ripencc  | 2004-10-05 | ASN-NUMERICABLE, FR
22652   | 208.94.110.37    | 208.94.104.0/21     | CA | arin     | 2008-08-26 | FIBRENOIRE-INTERNET - Fibrenoire Inc., CA
22773   | 174.67.11.99     | 174.67.0.0/19       | US | arin     | 2009-02-19 | ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US
22773   | 70.167.89.207    | 70.167.88.0/22      | US | arin     | 2004-07-21 | ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US
22773   | 70.168.93.214    | 70.160.0.0/11       | US | arin     | 2004-07-21 | ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US
22773   | 72.204.193.71    | 72.192.0.0/11       | US | arin     | 2005-08-03 | ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US
22773   | 72.210.252.137   | 72.192.0.0/11       | US | arin     | 2005-08-03 | ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US
22773   | 72.221.196.141   | 72.192.0.0/11       | US | arin     | 2005-08-03 | ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US
22773   | 98.174.90.43     | 98.160.0.0/11       | US | arin     | 2007-07-20 | ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US
24806   | 195.181.219.103  | 195.181.208.0/20    | CZ | ripencc  | 1997-03-20 | INTERNET-CZ Ktis 2, 384 03 Ktis, CZ
24875   | 185.203.240.111  | 185.203.240.0/24    | UA | ripencc  | 2017-05-17 | NOVOSERVE-AS, NL
24875   | 185.203.241.120  | 185.203.241.0/24    | UA | ripencc  | 2017-05-17 | NOVOSERVE-AS, NL
24875   | 185.203.242.105  | 185.203.242.0/24    | UA | ripencc  | 2017-05-17 | NOVOSERVE-AS, NL
24875   | 185.209.20.165   | 185.209.20.0/24     | UA | ripencc  | 2017-06-19 | NOVOSERVE-AS, NL
24875   | 185.209.20.209   | 185.209.20.0/24     | UA | ripencc  | 2017-06-19 | NOVOSERVE-AS, NL
24875   | 185.209.21.47    | 185.209.21.0/24     | UA | ripencc  | 2017-06-19 | NOVOSERVE-AS, NL
24875   | 185.219.81.81    | 185.219.81.0/24     | UA | ripencc  | 2017-08-30 | NOVOSERVE-AS, NL
24875   | 185.219.82.241   | 185.219.82.0/24     | UA | ripencc  | 2017-08-30 | NOVOSERVE-AS, NL
24875   | 185.219.82.242   | 185.219.82.0/24     | UA | ripencc  | 2017-08-30 | NOVOSERVE-AS, NL
24875   | 185.219.82.243   | 185.219.82.0/24     | UA | ripencc  | 2017-08-30 | NOVOSERVE-AS, NL
24940   | 178.63.110.151   | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS, DE
24940   | 46.4.55.177      | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS, DE
24940   | 46.4.81.178      | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS, DE
24940   | 46.4.95.244      | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS, DE
24940   | 5.9.195.140      | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS, DE
24940   | 78.46.50.7       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS, DE
24940   | 78.47.159.32     | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS, DE
24940   | 78.47.73.127     | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS, DE
24940   | 88.198.125.96    | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS, DE
24940   | 88.198.14.171    | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS, DE
24940   | 88.198.56.140    | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS, DE
24940   | 94.130.170.249   | 94.130.0.0/16       | DE | ripencc  | 2008-06-23 | HETZNER-AS, DE
24940   | 94.130.28.151    | 94.130.0.0/16       | DE | ripencc  | 2008-06-23 | HETZNER-AS, DE
24955   | 46.191.161.203   | 46.191.128.0/18     | RU | ripencc  | 2010-12-15 | UBN-AS, RU
24955   | 94.41.43.144     | 94.41.42.0/23       | RU | ripencc  | 2008-05-21 | UBN-AS, RU
24955   | 95.105.1.67      | 95.105.0.0/18       | RU | ripencc  | 2009-12-10 | UBN-AS, RU
24961   | 89.163.155.202   | 89.163.128.0/17     | DE | ripencc  | 2006-02-17 | MYLOC-AS, DE
24971   | 80.79.23.7       | 80.79.16.0/20       | CZ | ripencc  | 2005-03-16 | MASTER-AS Czech Republic / www.master.cz, CZ
25133   | 91.244.10.34     | 91.244.0.0/18       | UA | ripencc  | 2012-08-13 | MCLAUT-AS, UA
25133   | 91.244.30.51     | 91.244.0.0/18       | UA | ripencc  | 2012-08-13 | MCLAUT-AS, UA
25133   | 91.244.4.105     | 91.244.0.0/18       | UA | ripencc  | 2012-08-13 | MCLAUT-AS, UA
25198   | 89.34.237.121    | 89.34.237.0/24      | RO | ripencc  | 2005-11-29 | NETACTION, RO
25198   | 89.34.237.226    | 89.34.237.0/24      | RO | ripencc  | 2005-11-29 | NETACTION, RO
25653   | 65.181.123.254   | 65.181.123.0/24     | US | arin     | 2011-03-09 | FORTRESSITX - FortressITX, US
25820   | 192.243.113.200  | 192.243.112.0/23    | CA | arin     | 2013-07-26 | IT7NET - IT7 Networks Inc, CA
25820   | 192.243.114.26   | 192.243.114.0/23    | CA | arin     | 2013-07-26 | IT7NET - IT7 Networks Inc, CA
25820   | 23.83.238.245    | 23.83.224.0/20      | CA | arin     | 2015-10-23 | IT7NET - IT7 Networks Inc, CA
25820   | 97.64.16.64      | 97.64.16.0/20       | CA | arin     | 2017-08-11 | IT7NET - IT7 Networks Inc, CA
26548   | 172.97.69.100    | 172.97.69.0/24      | US | arin     | 2015-06-11 | PUREVOLTAGE-ENTERPRISES-INC - Purevoltage Enterprises Inc., US
28271   | 189.84.21.44     | 189.84.16.0/20      | BR | lacnic   | 2007-11-26 | DataCorpore Serviços e Representações, BR
28573   | 187.20.55.95     | 187.20.0.0/16       | BR | lacnic   | 2008-10-03 | CLARO S.A., BR
28715   | 185.104.120.3    | 185.104.120.0/22    | GB | ripencc  | 2015-06-12 | BRASSHORNCOMMS Brass Horn Communications is a privacy centric ISP in the UK, GB
28753   | 46.165.254.166   | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-DE-FRA-10, DE
28855   | 185.34.33.2      | 185.34.32.0/22      | FR | ripencc  | 2013-08-28 | OCTOPUCE-AS, FR
28908   | 109.124.185.221  | 109.124.128.0/18    | SE | ripencc  | 2009-11-02 | T3 http://www.t3.se/, SE
28908   | 88.83.40.246     | 88.83.32.0/19       | SE | ripencc  | 2005-12-28 | T3 http://www.t3.se/, SE
29073   | 80.82.64.139     | 80.82.64.0/24       | NL | ripencc  | 2010-08-16 | QUASINETWORKS, NL
29073   | 80.82.67.166     | 80.82.67.0/24       | NL | ripencc  | 2010-08-16 | QUASINETWORKS, NL
29073   | 80.82.67.186     | 80.82.67.0/24       | NL | ripencc  | 2010-08-16 | QUASINETWORKS, NL
29073   | 93.174.93.71     | 93.174.88.0/21      | NL | ripencc  | 2008-06-20 | QUASINETWORKS, NL
29073   | 94.102.50.42     | 94.102.48.0/20      | NL | ripencc  | 2008-08-29 | QUASINETWORKS, NL
29169   | 46.226.108.26    | 46.226.108.0/22     | FR | ripencc  | 2011-01-21 | GANDI-AS Domain name registrar - http://www.gandi.net, FR
29169   | 95.142.161.63    | 95.142.160.0/20     | FR | ripencc  | 2009-08-04 | GANDI-AS Domain name registrar - http://www.gandi.net, FR
29182   | 82.146.43.49     | 82.146.40.0/21      | RU | ripencc  | 2003-06-18 | ISPSYSTEM-AS, LU
29562   | 5.56.214.118     | 5.56.192.0/19       | DE | ripencc  | 2012-05-31 | KABELBW-ASN, DE
29632   | 62.205.133.251   | 62.205.133.0/24     | UA | ripencc  | 2008-02-01 | NASSIST-AS, UA
29670   | 217.197.81.19    | 217.197.80.0/20     | DE | ripencc  | 2004-03-22 | IN-BERLIN-AS Individual Network Berlin e.V., DE
29691   | 178.209.42.84    | 178.209.32.0/19     | CH | ripencc  | 2010-05-06 | NINE, CH
29691   | 178.209.42.85    | 178.209.32.0/19     | CH | ripencc  | 2010-05-06 | NINE, CH
29998   | 198.100.31.100   | 198.100.28.0/22     | US | arin     | 2013-04-19 | AZCOLO - ZoyAR Inc, US
30633   | 207.244.70.35    | 207.244.64.0/18     | US | arin     | 1996-11-15 | LEASEWEB-USA-WDC-01 - Leaseweb USA, Inc., US
30693   | 104.206.168.60   | 104.206.168.0/21    | US | arin     | 2014-10-02 | EONIX-COMMUNICATIONS-ASBLOCK-30693 - Eonix Corporation, US
30722   | 130.25.38.77     | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 130.25.42.61     | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 130.25.44.138    | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 130.25.45.181    | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 130.25.45.208    | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 130.25.47.200    | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 130.25.52.89     | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 130.25.58.1      | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 130.25.58.224    | 130.25.0.0/16       | IT | ripencc  | 2011-10-14 | VODAFONE-IT-ASN, IT
30722   | 188.216.184.239  | 188.216.0.0/15      | IT | ripencc  | 2009-05-13 | VODAFONE-IT-ASN, IT
30722   | 188.217.130.119  | 188.216.0.0/15      | IT | ripencc  | 2009-05-13 | VODAFONE-IT-ASN, IT
30722   | 2.37.143.133     | 2.36.0.0/14         | IT | ripencc  | 2010-04-29 | VODAFONE-IT-ASN, IT
30722   | 2.38.166.155     | 2.36.0.0/14         | IT | ripencc  | 2010-04-29 | VODAFONE-IT-ASN, IT
